應供,yīng gòng,,“one who is worthy of offerings” (one of the epithets of a buddha; a translation of BHS. arhat),"Cf. 阿羅漢 (ā luó hàn), 阿羅訶 (ā luó hē), 羅漢 (luó hàn)"
懈退,xiè tuì,,“gets exhausted and flinches (or shrinks)”,
懈惓,xiè juàn,,“feels tired (or exhausted); indolence”,
懈息,xiè xī,,"“slackens, relaxes”",
懈廢,xiè fèi,,“gets exhausted and indolent”,
懃苦,qín kǔ,,"“suffering, hardship, pain”",
憶想,yì xiǎng,,"“thoughts, thinking”#",
憶念,yì niàn,,"“recollects, remembers, recalls, thinks of”",
憙見,xǐ jiàn,,name of a kalpa,
憒閙,kuì nào,,“clamour”,
憎嫉,zēng jí,,“hates; hatred and envy”,
憍陳如,jiāo chén rú,QYS. kjäu ḍjen ńźjwo,name of a disciple of the Buddha,Cf. 阿若憍陳如 (ā ruò jiāo chén rú)
憍梵波提,jiāo fàn bō tí,QYS. kjäu bjwɒm- puâ diei,name of a disciple of the Buddha,
憍曇彌,jiāo tán mí,QYS. kjäu dâm mjie4[mjie:4],"the family name of Mahāprajāpatī, the aunt of the Buddha",
憂惱,yōu nǎo,,"“sorrow, anxiety, worry”",
憂悔,yōu huǐ,,“regrets”,
憂怖,yōu bù,,"“fear, anxiety, worry”",
慶幸,qìng xìng,,“rejoices”,
慳貪,qiān tān,,“greedy”,
慳慢,qiān màn,,“stingy and arrogant”,
慳悋,qiān lìn,,"“stingy, miserly, niggard”",
慧雲,huì yún,,→ 惠雲 (huì yún),
慧眼,huì yǎn,,"“the eye of wisdom, the wisdom eye”",
慧炬,huì jù,,name of a samādhi,
慧日,huì rì,,"“the Sun of Wisdom, i.e. a buddha”",
慧心,huì xīn,,“wise thoughts”,
慧命,huì mìng,,"“a man of wisdom and life power” (a translation of Skt. āyuṣmat [“life-possessing”, often applied as a kind of honorific title (MW)])",
慈悲,cí bēi,,"“compassion, benevolence”",Cf. 大慈悲 (dà cí bēi)
慈心,cí xīn,,"“benevolence, compassion, mercy”",
愛欲,ài yù,,“love and lust”,
愛念,ài niàn,,"“cherishes, loves”",
意趣,yì qù,,"“meaning, intent”","Cf. 趣 (qù), 義趣 (yì qù)"
意樂,yì lè,,name of a buddha-world,
意根,yì gēn,,“mental faculty”,
愍念,mǐn niàn,,“takes pity on”,
愁惱,chóu nǎo,,"“grief, headache”",
惱亂,nǎo luàn,,"“afflicts, torments”",
惡魔,è mó,,“the Evil Māra”,Cf. 魔 (mó)
惡道,è dào,,"“evil destinies, evil states of existence (of sentient beings)”","Cf. 惡趣 (è qū), 三惡道 (sān è dào), 四惡道 (sì è dào)"
惡趣,è qū,,"“evil destinies, evil realms, evil states of existence”","Cf. 惡道 (è dào), 六趣 (liù qū)"
惡賤,è jiàn,,→ 惡賤 (wù jiàn),
惡賤,wù jiàn,,"“hates and despises, detests”",
惡罵,è mà,,→ 惡罵 (wù mà),
惡罵,wù mà,,"“verbally abuses, slanders”",
惡知識,è zhī shí,,“a bad friend”,
惡瘡,è chuāng,,“malignant sore”,
惡業,è yè,,"“evil karma, evil deeds”",
惡律儀,è lǜ yí,,“malpractice”,
惡世,è shì,,“an evil age”,Cf. 五濁惡世 (wǔ zhuó è shì)
惠雲,huì yún,,“a beneficent cloud”,
惟忖,wéi cǔn,,"“ponders, speculates, surmises”",
惔怕,dàn bó,,"“calm, tranquil”",
惔怕,tán bó,,→ 惔怕 (dàn bó),
悶亂,mēn[or mèn] luàn,,"“is deranged, in confusion, in agony”",
悶亂,mèn luàn,,→ 悶亂 (mēn luàn),
悲惱,bēi nǎo,,“sorrow”,
悦可,yuè kě,,“gladdens”,
悉皆,xī jiē,,“all”,Cf. 皆悉 (jiē xī)
息利,xī lì,,"“interest, gain”",
恒河沙,héng hé shā,,“sands of The River Ganges; innumerable”,Cf. 恒沙 (héng shā)
恒沙,héng shā,,“sands of The River Ganges; innumerable”,Cf. 恒河沙 (héng hé shā)
恃怙,shì hù,,“relies on”,
怨敵,yuàn dí,,“enemy”,
怨嫌,yuàn xián,,"“hatred, resentment”",
性相,xìng xiàng,,“natures and characteristics”,Cf. 體相 (tǐ xiàng)
性欲,xìng yù,,“natures (or dispositions) and desires”,
性分,xìng fèn,,"“nature, disposition”",Cf. 分 (fèn)
思量,sī liáng,,"“thinks, considers, investigates; reasoning, thinking”",
思議,sī yì,,"“conceives, considers, reckons”","Cf. 不可思議 (bù kě sī yì), 不思議 (bù sī yì)"
思求,sī qiú,,"“longs for, thinks and seeks”",
思惟,sī wéi,,“a thought”#,
思佛,sī fó,,name of a laywoman,
快安樂,kuài ān lè,,“happy”,
快善,kuài shàn,,"“wonderful, very good”",
忘錯,wàng cuò,,“forgets and confuses”,
忘失,wàng [or wáng] shī,,“forgets; loses”,
志願力,zhì yuàn lì,,“power of aspiration”,
志願,zhì yuàn,,"“wishes, aspires after, seeks after”",
志求,zhì qiú,,"“aspires after, seeks after”",
志樂,zhì lè,,→ 志樂 (zhì yào),
志樂,zhì yào,,"“is fond of, likes”",
志力,zhì lì,,“power of will”,
忍辱鎧,rěn rǔ kǎi,,“the armour of forbearance”,
忍辱地,rěn rǔ dì,,“the stage of forbearance”,
忍善,rěn shàn,,“patient and kindhearted”,
忍受,rěn shòu,,"“accepts, endures, bears with”",
忍,rěn,,"“intellectual receptivity, acceptance, acquiescence”",Cf. 無生法忍 (wú shēng fǎ rěn)
忉利,dāo lì,QYS. tâu li-,a transliteration of a certain Middle Indic form of Skt. trā̌yastriṃśa (“[the heaven of] the Thirty-Three”),Cf. 三十三天 (sān shí sān tiān)
必當,bì dāng,,"“certainly, undoubtedly”#",Cf. 必應 (bì yīng)
必應,bì yīng,,"“certainly, undoubtedly”",Cf. 必當 (bì dāng)
必定,bì dìng,,"“certainly, undoubtedly”",
心行,xīn xíng,,“mental activity”,
德藏,dé zàng,,name of a bodhisattva,
德叉迦,dé chā jiā,QYS. tək tṣha kja[ka],name of a dragon king [nāgarāja],
微塵,wēi chén,,"“an atom of dust, fine dust”",
復次,fù cì,,“further”,Cf. 次復 (cì fù)
復更,fù gèng,,"“further, more, again”",
復,fù,,"→ 倍復 (bèi fù), 而復 (ér fù), 或復 (huò fù), 加復 (jiā fù), 況復 (kuàng fù), 若復 (ruò fù), 設復 (shè fù), 雖復 (suī fù), 無復 (wú fù), 尋復 (xún fù), 又復 (yòu fù)",
從,cóng,,"“since, from (a time)”",
得證,dé zhèng,,"“realises, attains, reaches”","Cf. 證 (zhèng), 取證 (qǔ zhèng)"
得無,dé wú,,“I am afraid; Wouldn’t it be ...?”,"Cf. 將非 (jiāng fēi), 將無 (jiāng wú)"
得成爲,dé chéng wéi,,“becomes”,Cf. 得成 (dé chéng)
得成,dé chéng,,"“achieves, attains”",Cf. 得成爲 (dé chéng wéi)
得大勢,dé dà shì,,name of a bodhisattva,"Cf. Krsh (1998), s.v."
得勤精進力,dé qín jīng jìn lì,,name of a bodhisattva,
後身,hòu shēn,,"“the last body, the last incarnation”#","Cf. 最後身 (zuì hòu shēn), 最末後身 (zuì mò hòu shēn)"
後末世,hòu mò shì,,“the last age”,
後分,hòu fēn,,“the last watch (of a night)”,
律儀,lǜ yí,,→ 惡律儀 (è lǜ yí),
往詣,wǎng yì,,“goes and visits”,
彼岸,bǐ àn,,"“the farther shore” i.e. “completion, perfection”# (“到彼岸”[“reaches the other shore”] is the usual Chinese rendering of BHS. pāramitā [“perfection, supremacy”], based on a fanciful interpretation of the word, as though it consisted of the noun pāra[“the opposite shore”] and the verb √i[“to go”], cf. BHSD, s.v. pāramitā)",Cf. 波羅蜜 (bō luó mì)
彩畫,cǎi huà,,“colourfully decorates with paint”,
形壽,xíng shòu,,"“life, existence”",Cf. 盡…形壽 (jìn ... xíng shòu)
形像,xíng xiàng,,“an image”,
彌樓,mí lóu,QYS. mjie4[mjie:4] ləu,name of a mountain,Cf. 摩訶彌樓 (mó hé mí lóu)
彌勒,mí lè,QYS. mjie4[mjie:4] lək,name of a bodhisattva; cf. Jì Xiànlín 1998: 62f.,
彈指,tán zhǐ,,“snaps one’s fingers”,
張施,zhāng shī,,"“spreads, stretches, sets”",
引導,yǐn dǎo,,"“guides, leads”",Cf. 誘引 (yòu yǐn)
弊惡,bì è,,"“evil, wicked, vile”",
弊垢,bì gòu,,“torn and dirty”,
廣長舌,guǎng cháng shé,,“the long and broad tongue”,
廣讚,guǎng zàn,,“praises widely (or in detail)”,
廣説,guǎng shuō,,“preaches in detail”,
廣演,guǎng yǎn,,“preaches broadly”,
廣宣,guǎng xuān,,“proclaims widely”,
廢忘,fèi wàng,,“puts aside and forgets”,
座,zuò,,"“a gathering, meeting”",
度脱,dù tuō,,“conveys (someone) to deliverance”,
度一切世間苦惱,dù yī qiè shì jiān kǔ nǎo,,name of a buddha,
度,dù,, (1) “conveys (someone) to deliverance”,
度,dù,, (2) “attains”#,
床褥,chuáng rù,,“seats and mats”,
床臥,chuáng wò,,“seats and beds” or “beds”,
床座,chuáng zuò,,“a seat”,
幾所,jǐ suǒ,,“how many? how much?”,
幽邃,yōu suì,,“(an) unfathomably deep (place)”,
并會,bìng huì,,“gathers”,
并及,bìng jí,,“and”,
并,bìng,,"“and, together with”",
平等法,píng děng fǎ,,“the teaching of the equality”,
平等大慧,píng děng dà huì,,“impartial great wisdom”,
幰蓋,xiǎn gài,,“a hood (of a carriage)”,
幡蓋,fān gài,,“banners and parasols”,
常自,cháng zì,,"“always, constantly”",
常耳,cháng ěr,,"“ordinary ears, natural ears”",
常精進,cháng jīng jìn,,name of a bodhisattva,
常立勝幡,cháng lì shèng fān,,name of a buddha-world,
常滅,cháng miè,,name of a buddha,
常不輕,cháng bù qīng,,name of a bodhisattva,Cf. 不輕 (bù qīng)
師子音,shī zǐ yīn,,name of a buddha,
師子相,shī zǐ xiàng,,name of a buddha,
師子法座,shī zǐ fǎ zuò,,“a lion-seat of the Dharma”,"Cf. 法座 (fǎ zuò), 師子床 (shī zǐ chuáng), 師子之座 (shī zǐ zhī zuò), 師子座 (shī zǐ zuò)"
師子月,shī zǐ yuè,,name of a nun,
師子座,shī zǐ zuò,,"“a lion-seat, a throne; a seat of a buddha”","Cf. 師子床 (shī zǐ chuáng), 師子法座 (shī zǐ fǎ zuò), 師子之座 (shī zǐ zhī zuò)"
師子床,shī zǐ chuáng,,"“a lion-seat, lion-throne; a seat of a buddha”","Cf. 師子座 (shī zǐ zuò), 師子法座 (shī zǐ fǎ zuò), 師子之座 (shī zǐ zhī zuò)"
師子吼,shī zǐ hǒu,,“a lion’s roar (= preaching of a buddha); utters a lion’s roar”,
師子之座,shī zǐ zhī zuò,,"“a lion-seat, a seat of a buddha”","Cf. 師子床 (shī zǐ chuáng), 師子法座 (shī zǐ fǎ zuò), 師子座 (shī zǐ zuò)"
帝釋,dì shì,,"“the king of the gods, Śakra” (Indra)","Cf. 釋提桓因 (shì tí huán yīn), 天帝釋 (tiān dì shì)"
帝相,dì xiàng,,name of a buddha,
已曾,yǐ céng,,"“formerly, in the past”",
已後,yǐ hòu,,“after having completed (an action)”,"Cf. 已 (yǐ), 畢已 (bì yǐ)"
已,yǐ,,"a particle, used at the end of a sentence to indicate the completion of an action, at the point before the beginning of another action, generally corresponding to gerunds in the Sanskrit texts","Cf. 畢已 (bì yǐ), 已後 (yǐ hòu)"
差脱,chā tuō,,"“comes loose, comes apart”",
差別,chā bié,,"“different, difference”",
巧妙,qiǎo miào,,"“skilful, clever”",
嶮道,xiǎn dào,,"“a hard path, a dangerous road”",Cf. 險道 (xiǎn dào)
崩倒,bēng dǎo,,“collapses”,
山海慧自在通王,shān hǎi huì zì zài tōng wáng,,name of a buddha,
展轉,zhǎn zhuǎn,,“one after another”,
居士,jū shì,,“a householder”,
尼揵子,ní jiàn zǐ,QYS. ṇi[niei-] gjän3[kjɒn:],"“a follower of Nirgrantha Jñātiputra, a heretical monk, a Jain”",
尸羅波羅蜜,shī luó bō luó mì,QYS. śi lâ puâ lâ mjiet4,a transliteration of Skt. śīla-pāramitā (“perfection of morality”),
尸棄,shī qì,QYS. śi khi-4,a Mahābrahman god,
少分,shǎo fēn,,"“a small part, a slight portion”",
小鐵圍,xiǎo tiě wéi,,name of a mountain,"Cf. 大鐵圍 (dà tiě wéi), 鐵圍 (tiě wéi)"
小法,xiǎo fǎ,,"“lesser dharmas, inferior teachings”",
小劫,xiǎo jié,,“a minor kalpa”,Cf. 劫 (jié)
小乘,xiǎo shèng,,“the Smaller Vehicle” (Skt.Hīnayāna),
導師,dǎo shī,,"“a guide; a guide, i.e. a buddha”",Cf. 大導師 (dà dǎo shī)
導師,dǎo shī,,name of a bodhisattva,
導利,dǎo lì,,“guides and benefits”,
尋時,xún shí,,“immediately; soon after that”,"Cf. 尋 (xún), 尋便 (xún biàn), 尋復 (xún fù), 尋卽 (xún jí)"
尋復,xún fù,,“immediately; soon after that”,"Cf. 尋 (xún), 尋便 (xún biàn), 尋卽 (xún jí), 尋時 (xún shí)"
尋卽,xún jí,,“immediately; soon after that”,"Cf. 尋 (xún), 尋便 (xún biàn), 尋復 (xún fù), 尋時 (xún shí)"
尋便,xún biàn,,“immediately; soon after that”,"Cf. 尋 (xún), 尋復 (xún fù), 尋卽 (xún jí), 尋時 (xún shí)"
尋,xún,,“immediately; soon after that”,"Cf. 尋便 (xún biàn), 尋復 (xún fù), 尋卽 (xún jí), 尋時 (xún shí)"
尊顏,zūn yán,,“honourable countenance”,
將非,jiāng fēi,,"“I am afraid, Wouldn’t it be ...?”","Cf. 得無 (dé wú), 將無 (jiāng wú)"
將護,jiāng hù,,"“protects, guards”",
將無,jiāng wú,,"“I am afraid, Wouldn’t it be ...?”","Cf. 將非 (jiāng fēi), 得無 (dé wú)"
將引,jiāng yǐn,,"“guides, leads”",
將導,jiāng dǎo,,"“guides, leads”",
寶鈴,bǎo líng,,“a jewelled bell”,
寶車,bǎo chē,,“a jewelled cart”,
寶衣,bǎo yī,,“a jewelled garment”,
寶華,bǎo huā,,“a jewelled flower”,
寶舍,bǎo shè,,“a jewelled dwelling”,
寶臺,bǎo tái,,“a jewelled tower”,
寶網幔,bǎo wǎng màn,,“jewelled nets and curtains”,"Cf. 寶幔 (bǎo màn), 寶網 (bǎo wǎng), 寶交露幔 (bǎo jiāo lù màn)"
寶網,bǎo wǎng,,“a jewelled net”,Cf. 寶網幔 (bǎo wǎng màn)
寶積,bǎo jī,,name of a bodhisattva,
寶相,bǎo xiàng,,name of a buddha,
寶生,bǎo shēng,,name of a buddha-world,
寶瓶,bǎo píng,,“a jewelled pot”,
寶淨,bǎo jìng,,name of a buddha-world,
寶樹,bǎo shù,,“a jewelled tree”,
寶机,bǎo jī,,“a jewelled footstool”,
寶月,bǎo yuè,,name of a bodhisattva,
寶明,bǎo míng,,name of a kalpa,
寶掌,bǎo zhǎng,,name of a bodhisattva,
寶意,bǎo yì,,name of a prince,
寶座,bǎo zuò,,“a jewelled seat”,
寶幔,bǎo màn,,“a jewelled curtain”,"Cf. 寶網幔 (bǎo wǎng màn), 寶交露幔 (bǎo jiāo lù màn)"
寶帳,bǎo zhàng,,“a jewelled canopy”,
寶山,bǎo shān,,→ 十寶山 (shí bǎo shān),
寶威德上王,bǎo wēi dé shàng wáng,,name of a buddha,
寶女,bǎo nǚ,,“an excellent woman” (one of the seven treasures of a king),
寶塔,bǎo tǎ,,“a jewelled stūpa”,
寶地,bǎo dì,,“jewelled ground”#,
寶光,bǎo guāng,,name of a god,
寶像,bǎo xiàng,,“a jewelled image”,
寶交露幔,bǎo jiāo lù màn,,“a jewel-strewn curtain”,"Cf. 寶幔 (bǎo màn), 幔 (bǎo wǎng màn), 交絡 (jiāo luò), 絞絡 (jiǎo luò), 珠交露幔 (zhū jiāo lù màn)"
寶乘,bǎo shèng,,“a jewelled vehicle”,
寧,nìng,,an interrogative particle,
實道,shí dào,,“the true Path”,
實相印,shí xiàng yìn,,“the seal of the true character of phenomena”,Cf. 實相 (shí xiàng)
實相,shí xiàng,,"“real aspects, the true character, true reality (of phenomena)”","Cf. 實相印 (shí xiàng yìn), 如實相 (rú shí xiàng)"
實法,shí fǎ,,“the true teachings”,
實智,shí zhì,,“the real wisdom”,
實利,shí lì,,“true benefit”,
富樓那彌多羅尼子,fù lóu nà mí duō luó ní zǐ,QYS. pjəu- ləu nâ- mjie4[mjie:4] tâ lâ ṇi[niei-],name of a disciple of the Buddha,
富樓那,fù lóu nà,QYS. pjəu- ləu nâ,name of a disciple of the Buddha,
富單那,fù dān nà,QYS. pjəu- tân nâ,a transliteration of Skt. pūtana (“a particular class of demons or spirits”[MW.]),
密行,mì xíng,,“secret practice”,
寂滅,jì miè,,"“tranquil and extinguished, silent”",
宿福慶,sù fú qìng,,"“merit, accumulated in some previous existence”",
宿王華,sù wáng huā,,→ 宿王華 (xiù wáng huā),
宿王華,xiù wáng huā,,name of a bodhisattva,
宿王戲,sù wáng xì,,→ 宿王戲 (xiù wáng xì),
宿王戲,xiù wáng xì,,name of a samādhi,
宿命,sù mìng,,“previous lives”,
宿世,sù shì,,“in previous lives; previous lives”,
宴默,yàn mò,,“silent at ease”,
宴寂,yàn jì,,"“enters the comfortable and tranquil state, i.e. attains nirvāṇa”",
宣護,xuān hù,,“proclaims and guards”,
宣語,xuān yǔ,,“declares”,
宣傳,xuān chuán,,"“proclaims, preaches”",
宜應,yí yīng,,“should”,
定慧力,dìng huì lì,,"“meditation, wisdom and power”",
定慧,dìng huì,,“meditation and wisdom”,
定,dìng,,"“concentration, meditation”","Cf. 禪定 (chán dìng), 深定 (shēn dìng)"
宗重,zōng zhòng,,“respects”,
安詳,ān xiáng,,"“composedly, serenely”",
安立行,ān lì xíng,,name of a bodhisattva,
安樂行,ān lè xíng,,“pleasant practices”,
安樂,ān lè,,name of a buddha-world,
安施,ān shī,,"“sets, makes (the bed)”",
守護,shǒu hù,,"“guards, protects”",
守宮,shǒu gōng,,“house lizard”,
學無學,xué wú xué,,“learners and those who have completed their learning and no longer need to learn”,Cf. 學地 (xué dì)
學地,xué dì,,“the stage of learners”,Cf. 學無學 (xué wú xué)
孫陀羅難陀,sūn tuó luó nán tuó,QYS. suən dâ lâ nân[nân-] dâ,name of a disciple of the Buddha,
嬾惰,lǎn duò,,"“lazy, idle”",
嫉恚,jí huì,,"“hatred, aversion”",
婬欲,yín yù,,“lust”,
婆羅門,pó luó mén,QYS. buâ lâ muən,“a brāhmaṇa”,
婆稚,pó zhì,QYS. buâ ḍi-,name of an asura king,
婆師迦,pó shī jiā,QYS. buâ ṣi kja[ka],a transliteration which corresponds with Skt. vārṣika (a kind of jasmine),Cf. 婆利師迦 (pó lì shī jiā)
婆利師迦,pó lì shī jiā,QYS. buâ li- ṣi kja[ka],a transliteration of Skt. vārṣika (a kind of jasmine),Cf. 婆師迦 (pó shī jiā)
娑羅樹王,suō luó shù wáng,QYS. sâ lâ,name of a buddha,
娑婆,suō pó,QYS. sâ buâ,"a transliteration of Sabhā (= Sahā, the name of the world in which we live)",
娑伽羅,suō qié luó,QYS. sâ gja lâ,name of a dragon king [nāgarāja],
威音王,wēi yīn wáng,,name of a buddha,
威神,wēi shén,,"“imposing, supernatural dignity”",
威曜,wēi yào,,“(of) an imposing brilliance”,
姝妙,shū miào,,“excellent”,Cf. 殊妙 (shū miào)
姝好,shū hǎo,,“beautiful”,
委付,wěi fù,,"“entrusts, confides”",
妙香,miào xiāng,,“fine incense”,
妙音遍滿,miào yīn biàn mǎn,,name of a kalpa,
妙音,miào yīn,,“a wonderful voice”#,Cf. 大妙音 (dà miào yīn)
妙音,miào yīn,,name of a bodhisattva,
妙身,miào shēn,,“the wonderful body”#,
妙莊嚴,miào zhuāng yán,,name of a king,
妙相,miào xiàng,,“a wonderful spectacle”,
妙法蓮華經,miào fǎ lián huā jīng,,“the Lotus Sutra”,
妙法蓮華,miào fǎ lián huā,,“the Lotus Sutra”,
妙法華經,miào fǎ huā jīng,,“the Lotus Sutra”,
妙法堂,miào fǎ táng,,"“the Fine Dharma Hall” (translation of Sudharmā sabhā, the Moot Hall of the gods, where they hold their meetings)",
妙法,miào fǎ,,“the wonderful Dharma (or teachings)”,
妙法,miào fǎ,,name of a kiṃnara king,
妙法,miào fǎ,,name of a Mahābrahman god,
妙智,miào zhì,,“subtle wisdom”,Cf. 妙慧 (miào huì)
妙慧,miào huì,,“subtle wisdom”,Cf. 妙智 (miào zhì)
妙幢相,miào chuáng xiàng,,name of a samādhi,
妙土,miào tǔ,,“a wonderful (buddha-)land”,
妙光,miào guāng,,name of a bodhisattva,
妄見,wàng jiàn,,“a wrong view”,"Cf. 邪見 (xié jiàn), 見 (jiàn) (1), 正見 (zhèng jiàn)"
如意珠,rú yì zhū,,“wish-granting jewels”,
如意,rú yì,,name of a garuḍa king,
如實相,rú shí xiàng,,"“real aspects, the true character (of phenomena)”",Cf. 實相 (shí xiàng)
如來使,rú lái shǐ,,“an envoy of the Thus Come One”,
如來事,rú lái shì,,“activities of the Thus Come One”,"Cf. 佛事 (fó shì), 魔事 (mó shì)"
如今者,rú jīn zhě,,"“now, at present”",
好良,hǎo liáng,,"“good, excellent”",
好成,hǎo chéng,,name of a buddha-world,
好上妙,hǎo shàng miào,,"“lovely, excellent, and fine”",Cf. 上妙 (shàng miào)
奪一切衆生精氣,duó yī qiè zhòng shēng jīng qì,,name of a female demon,
奉覲,fèng jìn,,"“has the honour of seeing, sees”",
奉持,fèng chí,,“bears in mind (or memory) with all respect”,
奇特,qí tè,,"“wonderful, outstanding”",
天鼓,tiān gǔ,,"“heavenly drums, thunder”",
天香,tiān xiāng,,“divine incense”,
天衣,tiān yī,,“celestial garments”,
天華,tiān huā,,“divine flowers”,
天耳,tiān ěr,,“the divine ear”,
天繒,tiān zēng,,“divine silk fabrics”,
天眼,tiān yǎn,,“the divine eye”,
天樹王,tiān shù wáng,,“the king of heavenly trees”,"Cf. 波利質多 (bō lì zhì duō), 波利質多羅 (bō lì zhì duō luó)"
天帝釋,tiān dì shì,,"“the king of the gods, Śakra” (Indra)","Cf. 帝釋 (dì shì), 釋提桓因 (shì tí huán yīn)"
天寶,tiān bǎo,,“celestial jewels”#,
天宮,tiān gōng,,“a heavenly palace” (a translation of Skt. vimāna “a celestial car; a flying palace of gods”),
天子,tiān zǐ,,"“a son of a god, a demi-god, a ministering god”",Cf. 天人 (tiān rén)
天人師,tiān rén shī,,“the teacher of gods and men” (one of the epithets of a buddha),
天人尊,tiān rén zūn,,"“the supreme among gods and men, i.e. a buddha”",Cf. 人中尊 (rén zhōng zūn)
天人,tiān rén,,“gods and men”#,
天中王,tiān zhōng wáng,,"“the king of gods, i.e. a buddha”",Cf. 天中天 (tiān zhōng tiān)
天中天,tiān zhōng tiān,,"“god of gods, a god surpassing all other gods, i.e. a buddha”",Cf. 天中王 (tiān zhōng wáng)
大高王,dà gāo wáng,,name of a kalpa,
大雄猛,dà xióng měng,,"“the very vigorous one, i.e. the Buddha”",Cf. 大雄 (dà xióng)
大雄,dà xióng,,"“the great hero, i.e. the Buddha”",Cf. 大雄猛 (dà xióng měng)
大阿羅漢,dà ā luó hàn,,“a great arhat”,Cf. 阿羅漢 (ā luó hàn)
大鐵圍,dà tiě wéi,,name of a mountain,"Cf. 鐵圍 (tiě wéi), 小鐵圍 (xiǎo tiě wéi)"
大道心,dà dào xīn,,“an intention for the great enlightenment”,"Cf. 道心 (dào xīn), 道意 (dào yì)"
大道,dà dào,,“the great (Buddha-)Path; the great enlightenment”,"Cf. 道 (dào), 大道心 (dà dào xīn)"
大通智勝,dà tōng zhì shèng,,name of a buddha,
大身,dà shēn,,name of a garuḍa king,
大誓願,dà shì yuàn,,"“a great vow, an earnest wish”",Cf. 誓願 (shì yuàn)
大衆,dà zhòng,,“a big assembly”,
大菩薩,dà pú sà,,“a great bodhisatva”,
大莊嚴,dà zhuāng yán,,name of a kalpa,
大自在天,dà zì zài tiān,,"“the Great, Omnipotent God” (Mahêśvara)","Cf. 大自在 (dà zì zài), 自在 (zì zài), 自在天 (zì zài tiān)"
大自在,dà zì zài,,"“great omnipotence, perfect mastery of oneself”",Cf. 自在 (zì zài) (1)
大自在,dà zì zài,,"“the Great, Omnipotent God, the Great Self-Master” (a translation of Skt. Mahêśvara)","Cf. 大自在天 (dà zì zài tiān), 自在 (zì zài), 自在天 (zì zài tiān)"
大聖尊,dà shèng zūn,,"“a great sage, i.e. a buddha”",Cf. 聖尊 (shèng zūn)
大聖主,dà shèng zhǔ,,"“the great sage lord, i.e. a buddha”",Cf. 聖主 (shèng zhǔ)
大聖,dà shèng,,"“a great sage, i.e. a buddha”",
大神通力,dà shén tōng lì,,“great supernatural powers”,Cf. 神通力 (shén tōng lì)
大神通,dà shén tōng,,“great supernatural powers”,Cf. 神通 (shén tōng)
大神力,dà shén lì,,“great supernatural powers”,Cf. 神力 (shén lì)
大相,dà xiàng,,name of a kalpa,
大目揵連,dà mù qián[jiàn] lián,,name of a disciple of the Buddha,Cf. 摩訶目犍連 (mó hē mù jiān lián)
大滿,dà mǎn,,name of a garuḍa king,
大法鼓,dà fǎ gǔ,,“the Drum of the great Dharma”,Cf. 法鼓 (fǎ gǔ)
大法雨,dà fǎ yǔ,,“the rain of the great Dharma”,Cf. 法雨 (fǎ yǔ)
大法螺,dà fǎ luó,,“the conch of the great Dharma”,Cf. 法螺 (fǎ luó)
大法王,dà fǎ wáng,,“the great Dharma-king”,Cf. 法王 (fǎ wáng)
大法師,dà fǎ shī,,"“a great Dharma-master, a great Dharma-preacher”",Cf. 法師 (fǎ shī)
大法利,dà fǎ lì,,"“great advantage gained from the Dharma, great benefit of the Law”",Cf. 法利 (fǎ lì)
大法,dà fǎ,,“the great Dharma”,
大法,dà fǎ,,name of a kiṃnara king,
大比丘衆,dà bǐ qiū zhòng,,“a multitude of great monks”,
大樂説,dà lè shuō,,name of a bodhisattva,
大梵天王,dà fàn tiān wáng,,“the great Brahmā king”,Cf. 梵天王 (fàn tiān wáng)
大施主,dà shī zhǔ,,“a great donor”,Cf. 施主 (shī zhǔ)
大成,dà chéng,,name of a buddha-world,
大慧,dà huì,,→ 平等大慧 (píng děng dà huì),
大慈悲,dà cí bēi,,“great compassion”,Cf. 慈悲 (cí bēi)
大慈,dà cí,,“great compassion”,
大悲心,dà bēi xīn,,“great compassion”,
大悲,dà bēi,,“great compassion”,
大悲,dà bēi,,a Mahābrahman god,
大忍力,dà rěn lì,,“the power of great patience”,
大弟子,dà dì zǐ,,“a great disciple”,
大導師,dà dǎo shī,,"“a great guide, i.e. a buddha”",Cf. 導師 (dǎo shī)
大寶香,dà bǎo xiāng,,“incense made of magnificent jewels; very precious incense”,
大寶莊嚴,dà bǎo zhuāng yán,,name of a kalpa,
大寶嚴,dà bǎo yán,,name of a kalpa,
大威德藏,dà wēi dé zàng,,name of a samādhi,
大威德,dà wēi dé,,name of a garuḍa king,
大妙音,dà miào yīn,,“a great and wonderful voice”,Cf. 妙音 (miào yīn)
大士,dà shì,,"“a great man” (a translation of Skt. mahāsattva, bodhisattva)",
大善寂力,dà shàn jì lì,,“the power of perfect tranquillity”,
大善利,dà shàn lì,,"“great good gain, great advantage, great benefit”",Cf. 善利 (shàn lì)
大千界,dà qiān jiè,,"“a world system consisting of (a triple-thousand) great one-thousand worlds, i.e. the whole universe”","Cf. 三千大千界 (sān qiān dà qiān jiè), 三千大千世界 (sān qiān dà qiān shì jiè), 三千大千土 (sān qiān dà qiān tǔ), 三千界 (sān qiān jiè), 三千世界 (sān qiān shì jiè)"
大力,dà lì,,name of a bodhisattva,
大光,dà guāng,,name of a buddha-world,
大信力,dà xìn lì,,“the great power of faith”,Cf. 信力 (xìn lì)
大人相,dà rén xiàng,,“a mark of a great man (i.e. a buddha)”,
